E0 -0.7143809268490973
Ek0 -1.3565823566204913
EV0 0.6422014297713896
E_GS -0.9390645949297934
Ek_GS -1.7707394779494305
EV_GS 0.8316748830196371
nup [0.6658356704149766, 0.29085176685978503, 0.33353049793571926, 0.7097820647895197]
ndn [0.3341643295850235, 0.7091482331402151, 0.6664695020642812, 0.2902179352104808]
