step Ek EV sign nup ndn
100 -1.510025996661173 0.7192226839450655 0.98 [0.013098720865944036, 0.9379297102965285, 0.9656924005790376, 0.043279168258489376] [0.9669012791212525, 0.0420702893326312, 0.014307599454126945, 0.9367208320919893]
200 -1.7018647758423597 0.7565843116316476 1.0 [0.14591999550261853, 0.8514884851043668, 0.9855183358501783, 0.01707318354283674] [0.8540800044977758, 0.1485115148956597, 0.014481664149980051, 0.9829268164565836]
300 -1.749711350449656 0.9121586861227733 1.0 [0.05261230019330616, 0.9706653034704005, 0.9479953890215718, 0.028727007314721595] [0.9473876998161584, 0.02933469652812553, 0.0520046111193918, 0.9712729925363252]
400 -1.5528177883851157 0.7768212537941145 1.0 [0.7168631306226888, 0.283887182940957, 0.9919495966537731, 0.007300089782581232] [0.2831368665505124, 0.7161128199785665, 0.008050403204348005, 0.9926999102665728]
500 -1.6445373123036566 0.8463506698532776 1.0 [0.9270961835514905, 0.054717058798966586, 0.6684772121813262, 0.3497095454682171] [0.07290381644836842, 0.9452829412011348, 0.3315227878191304, 0.6502904545313664]
600 -2.0466326270050077 0.98655469792175 1.0 [0.965238564896376, 0.03382760760364023, 0.30802073660581697, 0.692913090894167] [0.03476143441045393, 0.966172392373347, 0.6919792639624575, 0.30708690925374077]
700 -1.5719895353039717 0.8798615102624303 1.0 [0.037735731612228186, 0.9814673394260945, 0.9598094758104716, 0.02098745315120533] [0.9622642632264715, 0.018532660740684225, 0.0401905184343142, 0.9790125575985301]
800 -1.9321974717459027 0.915392608380267 1.0 [0.07599700682502956, 0.9380971009521094, 0.9242123934941278, 0.0616934987287338] [0.9240029931688324, 0.061902899047950176, 0.07578760651138453, 0.938306501271832]
900 -1.6106002517819595 0.7994689674018838 1.0 [0.029527635109582548, 0.9707591212430883, 0.9860769166041179, 0.013636327043210779] [0.9704723648916094, 0.0292408787546634, 0.01392308339722002, 0.986363672956507]
1000 -1.4350955649929276 0.710029687177954 1.0 [0.02207754542928485, 0.9754466202915988, 0.9874041476479583, 0.01507168663115823] [0.9779224545708317, 0.024553379707965423, 0.012595852346818554, 0.9849283133743836]
1100 -1.470410818048314 0.6575019400413424 1.0 [0.012322170705023616, 0.9595494815262665, 0.9887524461045284, 0.03937590166418145] [0.9876778292992993, 0.040450518453216455, 0.01124755414819499, 0.9606240980992893]
1200 -1.5166613208456083 0.8332113666874367 1.0 [0.043711961813853166, 0.9816783129177922, 0.9602757510873015, 0.014333974181053368] [0.9562880381732713, 0.018321687097441093, 0.03972424890795716, 0.9856660258213291]
1300 -2.121443107108995 1.0990151690885224 1.0 [0.15408872048501276, 0.840073030891973, 0.9840354169994923, 0.021802831623522253] [0.845911279523702, 0.15992696908011672, 0.015964583018855408, 0.978197168377326]
1400 -2.5623332092843345 1.2163704685052905 1.0 [0.08960440174030429, 0.9864294016056718, 0.870202228865165, 0.053763967788858585] [0.9103955967877433, 0.013570600503013843, 0.12979777072266974, 0.946236031986573]
1500 -2.916754427457686 1.3750806312657906 1.0 [0.11551634010937302, 0.9608279325700922, 0.4942096656792827, 0.4294460616412524] [0.8844836598871673, 0.039172067429412254, 0.5057903343498562, 0.570553938333564]
1600 -1.5895418759079398 0.7585140264378865 1.0 [0.008592397053173868, 0.9914187373499485, 0.06978535162358257, 0.9302035139732955] [0.991407602840829, 0.00858126270753241, 0.930214648484657, 0.06979648596698099]
1700 -2.385676734708385 1.182674837854311 1.0 [0.010291776124588314, 0.9835980674804765, 0.7716556481071435, 0.23445450828779166] [0.9897082238329468, 0.01640193022965703, 0.22834435262532934, 0.7655454933120664]
1800 -2.0710153927687935 0.8815661108273699 1.0 [0.5859390195777585, 0.7381871456613311, 0.41108936807027036, 0.2647844666906403] [0.41406098067939334, 0.26181285402887056, 0.5889106319716927, 0.7352155333200433]
1900 -1.8115592450670963 1.083827571374753 1.0 [0.028412059002145006, 0.9744584795847993, 0.9569098445404574, 0.04021961687259827] [0.971587940998493, 0.025541520417172715, 0.04309015545945068, 0.9597803831248832]
2000 -1.8930162741445085 1.001198628573541 1.0 [0.33581794996561354, 0.6830839860617178, 0.9437945813059118, 0.03730348266675651] [0.664182049998416, 0.31691601397123875, 0.05620541869182096, 0.962696517338524]
2100 -1.4558594666831537 0.6882277935887232 1.0 [0.014830140575762905, 0.98704036187853, 0.8989241102494568, 0.09920538729624952] [0.985169859424695, 0.01295963812125557, 0.10107588975138947, 0.9007946127026605]
2200 -1.4862346466892635 0.7760038966885666 1.0 [0.05410174411206093, 0.9862201712823705, 0.9468159710823207, 0.012862113523247773] [0.9458982558795972, 0.013779828724768217, 0.053184028928514836, 0.9871378864671191]
2300 -1.7409239370370657 0.8214207510843876 1.0 [0.12383611618013612, 0.9446513042457529, 0.920990608754794, 0.01052197081931751] [0.8761638838457568, 0.055348695742148776, 0.0790093912424223, 0.9894780291696713]
2400 -1.3892533740722381 0.6831675635560477 1.0 [0.012693444302264118, 0.985315203424389, 0.9809148494113243, 0.021076502862021326] [0.9873065556991049, 0.014684796561161971, 0.019085150619202317, 0.9789234971205305]
2500 -1.4108280660226453 0.7042802420588117 0.98 [0.014310654814805208, 0.9544223436126221, 0.9650151852124729, 0.02625181636009986] [0.9656893454385497, 0.02557765640464758, 0.014984814524708054, 0.9537481836320949]
2600 -1.673054549365839 0.8325756763395884 1.0 [0.026844618459666764, 0.9736352708690105, 0.9711678541815079, 0.02835225648981457] [0.9731553815413331, 0.02636472913374019, 0.02883214582425933, 0.9716477435006685]
