step Ek EV sign nup ndn
100 -1.430720254728671 0.7398697788970118 0.98 [0.8511933952204902, 0.01704033899076935, 0.1282128285966612, 0.9635534371920786] [0.12880660477950992, 0.9629596610092299, 0.8517871714033383, 0.01644656280792091]
200 -1.7799437527195006 1.051183064155525 1.0 [0.782400124995692, 0.22024245900324238, 0.019778172627062524, 0.9775792433740034] [0.21759987500430775, 0.7797575409967576, 0.9802218273729371, 0.022420756625997212]
300 -0.9880548114874423 0.4669257018461125 1.0 [0.2229921256244933, 0.7753842439615255, 0.007424302597385415, 0.9941993278165956] [0.7770078743755068, 0.22461575603847425, 0.9925756974026138, 0.005800672183404446]
400 -0.6777512573081006 0.34942843809847235 1.0 [0.006251272837362589, 0.9937564143008006, 0.009471639342458463, 0.9905206735193787] [0.9937487271626371, 0.006243585699199814, 0.9905283606575409, 0.009479326480621286]
500 -1.7139889900164533 0.786348036742568 1.0 [0.3848732010218165, 0.6145957333366541, 0.03845888203587076, 0.9620721836056585] [0.6151267989781832, 0.38540426666334604, 0.9615411179641294, 0.03792781639434142]
600 -2.2029953557186857 1.0528136834024764 1.0 [0.7605312794421909, 0.2454347344633974, 0.009182915297576193, 0.9848510707968362] [0.23946872055799046, 0.7545652655367607, 0.9908170847024196, 0.015148929202829503]
700 -1.8009494062253268 0.8950679741912145 0.98 [0.5140264322789464, 0.26132243306119673, 0.46805826983755444, 0.7165928648223021] [0.4659735677210536, 0.7186775669388035, 0.5119417301624452, 0.263407135177698]
800 -3.538118874675354 1.4963182103568178 1.0 [0.5252944903783723, 0.35974724269748415, 0.5498669643445082, 0.5650913025796354] [0.47470550962162755, 0.6402527573025157, 0.45013303565549145, 0.4349086974203648]
900 -2.5128348445779305 1.1947753365997436 1.0 [0.3759697348216221, 0.9947952576840092, 0.5120005229413546, 0.11723448455301506] [0.6240302651783786, 0.005204742315990979, 0.48799947705864527, 0.8827655154469854]
1000 -1.563339665911267 0.7900433809567287 1.0 [0.04752202275996246, 0.953418190350286, 0.9656626024722008, 0.03339718441755035] [0.9524779772400374, 0.04658180964971401, 0.03433739752779865, 0.9666028155824496]
1100 -1.8228155083915056 0.87638507629067 1.0 [0.018873030377920305, 0.9770005587151143, 0.9476937012265566, 0.05643270968040945] [0.9811269696220797, 0.022999441284886145, 0.052306298773443435, 0.9435672903195909]
